Time,%usr(CPU=all),%nice(CPU=all),%sys(CPU=all),%iowait(CPU=all),%steal(CPU=all),%irq(CPU=all),%soft(CPU=all),%guest(CPU=all),%idle(CPU=all),%usr(CPU=0),%nice(CPU=0),%sys(CPU=0),%iowait(CPU=0),%steal(CPU=0),%irq(CPU=0),%soft(CPU=0),%guest(CPU=0),%idle(CPU=0),%usr(CPU=1),%nice(CPU=1),%sys(CPU=1),%iowait(CPU=1),%steal(CPU=1),%irq(CPU=1),%soft(CPU=1),%guest(CPU=1),%idle(CPU=1),%usr(CPU=2),%nice(CPU=2),%sys(CPU=2),%iowait(CPU=2),%steal(CPU=2),%irq(CPU=2),%soft(CPU=2),%guest(CPU=2),%idle(CPU=2),%usr(CPU=3),%nice(CPU=3),%sys(CPU=3),%iowait(CPU=3),%steal(CPU=3),%irq(CPU=3),%soft(CPU=3),%guest(CPU=3),%idle(CPU=3),proc/s,cswch/s,pswpin/s,pswpout/s,pgpgin/s,pgpgout/s,fault/s,majflt/s,pgfree/s,pgscank/s,pgscand/s,pgsteal/s,%vmeff,tps,rtps,wtps,bread/s,bwrtn/s,frmpg/s,bufpg/s,campg/s,kbmemfree,kbmemused,%memused,kbbuffers,kbcached,kbcommit,%commit,kbswpfree,kbswpused,%swpused,kbswpcad,%swpcad,dentunusd,file-nr,inode-nr,pty-nr,runq-sz,plist-sz,ldavg-1,ldavg-5,ldavg-15,rcvin/s(TTY=0),xmtin/s(TTY=0),framerr/s(TTY=0),prtyerr/s(TTY=0),brk/s(TTY=0),ovrun/s(TTY=0),tps(DEV=dev252-0),rd_sec/s(DEV=dev252-0),wr_sec/s(DEV=dev252-0),avgrq-sz(DEV=dev252-0),avgqu-sz(DEV=dev252-0),await(DEV=dev252-0),svctm(DEV=dev252-0),%util(DEV=dev252-0),rxpck/s(IFACE=lo),txpck/s(IFACE=lo),rxkB/s(IFACE=lo),txkB/s(IFACE=lo),rxcmp/s(IFACE=lo),txcmp/s(IFACE=lo),rxmcst/s(IFACE=lo),rxpck/s(IFACE=eth0),txpck/s(IFACE=eth0),rxkB/s(IFACE=eth0),txkB/s(IFACE=eth0),rxcmp/s(IFACE=eth0),txcmp/s(IFACE=eth0),rxmcst/s(IFACE=eth0),rxerr/s(IFACE=lo),txerr/s(IFACE=lo),coll/s(IFACE=lo),rxdrop/s(IFACE=lo),txdrop/s(IFACE=lo),txcarr/s(IFACE=lo),rxfram/s(IFACE=lo),rxfifo/s(IFACE=lo),txfifo/s(IFACE=lo),rxerr/s(IFACE=eth0),txerr/s(IFACE=eth0),coll/s(IFACE=eth0),rxdrop/s(IFACE=eth0),txdrop/s(IFACE=eth0),txcarr/s(IFACE=eth0),rxfram/s(IFACE=eth0),rxfifo/s(IFACE=eth0),txfifo/s(IFACE=eth0),call/s,retrans/s,read/s,write/s,access/s,getatt/s,scall/s,badcall/s,packet/s,udp/s,tcp/s,hit/s,miss/s,sread/s,swrite/s,saccess/s,sgetatt/s,totsck,tcpsck,udpsck,rawsck,ip-frag,tcp-tw,LINUX,RESTART,proc/s,cswch/s,pswpin/s,pswpout/s,pgpgin/s,pgpgout/s,fault/s,majflt/s,pgfree/s,pgscank/s,pgscand/s,pgsteal/s,%vmeff,tps,rtps,wtps,bread/s,bwrtn/s,frmpg/s,bufpg/s,campg/s,kbmemfree,kbmemused,%memused,kbbuffers,kbcached,kbcommit,%commit,kbswpfree,kbswpused,%swpused,kbswpcad,%swpcad,dentunusd,file-nr,inode-nr,pty-nr,runq-sz,plist-sz,ldavg-1,ldavg-5,ldavg-15,call/s,retrans/s,read/s,write/s,access/s,getatt/s,scall/s,badcall/s,packet/s,udp/s,tcp/s,hit/s,miss/s,sread/s,swrite/s,saccess/s,sgetatt/s,totsck,tcpsck,udpsck,rawsck,ip-frag,tcp-tw
2016/12/14 10:00:01,0.18,0.00,0.18,0.00,0.02,0.00,0.00,0.00,99.62,0.20,0.00,0.19,0.00,0.03,0.00,0.00,0.00,99.58,0.13,0.00,0.18,0.00,0.02,0.00,0.00,0.00,99.67,0.18,0.01,0.16,0.00,0.01,0.00,0.00,0.00,99.64,0.19,0.00,0.19,0.00,0.02,0.00,0.00,0.00,99.60,1.16,413.37,0.00,0.00,0.00,3.36,541.02,0.00,376.81,0.00,0.00,0.00,0.00,0.48,0.00,0.48,0.00,6.72,0.18,0.00,0.09,6711084,1348352,16.73,283224,834468,365344,2.22,8388600,0,0.00,0,0.00,48355,672,23836,84,1,155,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.48,0.00,6.72,14.10,0.00,0.58,0.40,0.02,2.08,2.08,0.43,0.43,0.00,0.00,0.00,3.93,1.68,0.31,0.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,76,8,7,0,0,0,,,1.16,413.37,0.00,0.00,0.00,3.36,541.02,0.00,376.81,0.00,0.00,0.00,0.00,0.48,0.00,0.48,0.00,6.72,0.18,0.00,0.09,6711084,1348352,16.73,283224,834468,365344,2.22,8388600,0,0.00,0,0.00,48355,672,23836,84,1,155,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,76,8,7,0,0,0
2016/12/14 10:10:01,0.18,0.00,0.17,0.00,0.01,0.00,0.00,0.00,99.64,0.21,0.00,0.19,0.00,0.02,0.00,0.00,0.00,99.59,0.16,0.00,0.18,0.00,0.01,0.00,0.00,0.00,99.65,0.18,0.00,0.16,0.00,0.01,0.00,0.00,0.00,99.64,0.15,0.00,0.15,0.00,0.01,0.00,0.00,0.00,99.69,1.35,392.09,0.00,0.00,0.14,3.73,603.30,0.00,371.63,0.00,0.00,0.00,0.00,0.53,0.01,0.53,0.28,7.46,-0.50,0.00,0.14,6709880,1349556,16.75,283232,834804,367268,2.23,8388600,0,0.00,0,0.00,48373,672,23845,85,1,160,0.14,0.07,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.53,0.28,7.46,14.47,0.00,0.56,0.37,0.02,2.11,2.11,0.51,0.51,0.00,0.00,0.00,6.25,1.94,0.48,0.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,76,8,7,0,0,1,,,1.35,392.09,0.00,0.00,0.14,3.73,603.30,0.00,371.63,0.00,0.00,0.00,0.00,0.53,0.01,0.53,0.28,7.46,-0.50,0.00,0.14,6709880,1349556,16.75,283232,834804,367268,2.23,8388600,0,0.00,0,0.00,48373,672,23845,85,1,160,0.14,0.07,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,76,8,7,0,0,1
2016/12/14 10:20:01,0.17,0.00,0.17,0.00,0.02,0.00,0.00,0.00,99.63,0.18,0.01,0.15,0.00,0.03,0.00,0.00,0.00,99.63,0.20,0.00,0.20,0.00,0.02,0.00,0.00,0.00,99.58,0.14,0.00,0.16,0.00,0.01,0.00,0.00,0.00,99.68,0.17,0.00,0.17,0.00,0.02,0.00,0.00,0.00,99.64,1.36,392.24,0.00,0.00,0.00,3.51,605.50,0.00,370.94,0.00,0.00,0.00,0.00,0.47,0.00,0.47,0.00,7.02,-0.11,0.00,0.07,6709624,1349812,16.75,283232,834968,367992,2.24,8388600,0,0.00,0,0.00,48381,704,23854,85,1,160,0.07,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.47,0.00,7.02,14.82,0.00,0.59,0.39,0.02,2.13,2.13,0.44,0.44,0.00,0.00,0.00,4.00,1.84,0.32,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,76,8,7,0,0,2,,,1.36,392.24,0.00,0.00,0.00,3.51,605.50,0.00,370.94,0.00,0.00,0.00,0.00,0.47,0.00,0.47,0.00,7.02,-0.11,0.00,0.07,6709624,1349812,16.75,283232,834968,367992,2.24,8388600,0,0.00,0,0.00,48381,704,23854,85,1,160,0.07,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,76,8,7,0,0,2
2016/12/14 10:30:01,0.17,0.00,0.18,0.00,0.02,0.00,0.00,0.00,99.63,0.14,0.00,0.16,0.00,0.02,0.00,0.00,0.00,99.68,0.21,0.00,0.22,0.00,0.01,0.00,0.00,0.00,99.55,0.16,0.00,0.15,0.00,0.02,0.00,0.00,0.00,99.67,0.19,0.00,0.17,0.00,0.01,0.00,0.00,0.00,99.63,1.16,399.60,0.00,0.00,0.00,3.33,540.69,0.00,351.40,0.00,0.00,0.00,0.00,0.46,0.00,0.46,0.00,6.65,0.39,0.00,0.09,6710556,1348880,16.74,283232,835176,365188,2.22,8388600,0,0.00,0,0.00,48372,640,23839,85,1,154,0.04,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.46,0.00,6.65,14.36,0.00,0.47,0.35,0.02,2.08,2.08,0.43,0.43,0.00,0.00,0.00,3.87,1.64,0.31,0.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,76,8,7,0,0,0,,,1.16,399.60,0.00,0.00,0.00,3.33,540.69,0.00,351.40,0.00,0.00,0.00,0.00,0.46,0.00,0.46,0.00,6.65,0.39,0.00,0.09,6710556,1348880,16.74,283232,835176,365188,2.22,8388600,0,0.00,0,0.00,48372,640,23839,85,1,154,0.04,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,76,8,7,0,0,0
2016/12/14 10:40:01,0.17,0.00,0.17,0.00,0.02,0.00,0.00,0.00,99.63,0.17,0.00,0.19,0.00,0.02,0.00,0.00,0.00,99.62,0.16,0.00,0.19,0.00,0.02,0.00,0.00,0.00,99.63,0.23,0.00,0.17,0.00,0.02,0.00,0.00,0.00,99.57,0.14,0.00,0.14,0.00,0.02,0.00,0.00,0.00,99.70,1.20,393.60,0.00,0.00,0.00,3.51,553.46,0.00,372.13,0.00,0.00,0.00,0.00,0.50,0.00,0.50,0.00,7.03,-0.53,0.00,0.09,6709292,1350144,16.75,283232,835384,367996,2.24,8388600,0,0.00,0,0.00,48380,704,23853,85,1,160,0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,7.03,14.20,0.00,0.48,0.32,0.02,2.08,2.08,0.43,0.43,0.00,0.00,0.00,5.96,1.72,0.45,0.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,76,8,7,0,0,0,,,1.20,393.60,0.00,0.00,0.00,3.51,553.46,0.00,372.13,0.00,0.00,0.00,0.00,0.50,0.00,0.50,0.00,7.03,-0.53,0.00,0.09,6709292,1350144,16.75,283232,835384,367996,2.24,8388600,0,0.00,0,0.00,48380,704,23853,85,1,160,0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,76,8,7,0,0,0
2016/12/14 10:50:01,0.17,0.00,0.17,0.00,0.02,0.00,0.00,0.00,99.63,0.17,0.01,0.15,0.00,0.02,0.00,0.00,0.00,99.65,0.19,0.00,0.21,0.00,0.02,0.00,0.00,0.00,99.58,0.17,0.00,0.17,0.00,0.02,0.00,0.00,0.00,99.64,0.16,0.00,0.15,0.00,0.02,0.00,0.00,0.00,99.67,1.32,396.71,0.00,0.00,0.00,3.59,590.75,0.00,388.80,0.00,0.00,0.00,0.00,0.50,0.00,0.50,0.00,7.18,0.28,0.00,0.09,6709960,1349476,16.74,283232,835596,365552,2.22,8388600,0,0.00,0,0.00,48372,672,23839,85,1,155,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,7.18,14.35,0.00,0.49,0.32,0.02,2.13,2.13,0.44,0.44,0.00,0.00,0.00,3.92,1.78,0.32,0.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,76,8,7,0,0,2,,,1.32,396.71,0.00,0.00,0.00,3.59,590.75,0.00,388.80,0.00,0.00,0.00,0.00,0.50,0.00,0.50,0.00,7.18,0.28,0.00,0.09,6709960,1349476,16.74,283232,835596,365552,2.22,8388600,0,0.00,0,0.00,48372,672,23839,85,1,155,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,76,8,7,0,0,2
2016/12/14 11:00:01,0.17,0.00,0.17,0.00,0.03,0.00,0.00,0.00,99.63,0.16,0.00,0.17,0.00,0.02,0.00,0.00,0.00,99.64,0.18,0.00,0.20,0.00,0.02,0.00,0.00,0.00,99.59,0.16,0.01,0.16,0.00,0.02,0.00,0.00,0.00,99.66,0.19,0.00,0.16,0.00,0.03,0.00,0.00,0.00,99.62,1.18,398.61,0.00,0.00,0.00,3.47,547.47,0.00,348.81,0.00,0.00,0.00,0.00,0.49,0.00,0.49,0.00,6.95,-0.49,0.00,0.09,6708780,1350656,16.76,283232,835800,367992,2.24,8388600,0,0.00,0,0.00,48380,704,23853,85,2,160,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.49,0.00,6.95,14.25,0.00,0.43,0.35,0.02,2.08,2.08,0.44,0.44,0.00,0.00,0.00,4.10,1.63,0.32,0.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,76,8,7,0,0,0,,,1.18,398.61,0.00,0.00,0.00,3.47,547.47,0.00,348.81,0.00,0.00,0.00,0.00,0.49,0.00,0.49,0.00,6.95,-0.49,0.00,0.09,6708780,1350656,16.76,283232,835800,367992,2.24,8388600,0,0.00,0,0.00,48380,704,23853,85,2,160,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,76,8,7,0,0,0
2016/12/14 11:10:01,0.18,0.00,0.16,0.00,0.02,0.00,0.00,0.00,99.64,0.22,0.00,0.18,0.00,0.03,0.00,0.00,0.00,99.57,0.20,0.00,0.21,0.00,0.02,0.00,0.00,0.00,99.57,0.14,0.01,0.14,0.00,0.01,0.00,0.00,0.00,99.70,0.15,0.00,0.14,0.00,0.02,0.00,0.00,0.00,99.70,1.22,395.01,0.00,0.00,0.00,3.29,558.92,0.00,357.67,0.00,0.00,0.00,0.00,0.46,0.00,0.46,0.00,6.59,-0.10,0.00,0.09,6708548,1350888,16.76,283232,836016,368008,2.24,8388600,0,0.00,0,0.00,48382,672,23855,85,3,160,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.46,0.00,6.59,14.42,0.00,0.46,0.33,0.02,2.08,2.08,0.43,0.43,0.00,0.00,0.00,7.53,1.65,0.54,0.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,76,8,7,0,0,0,,,1.22,395.01,0.00,0.00,0.00,3.29,558.92,0.00,357.67,0.00,0.00,0.00,0.00,0.46,0.00,0.46,0.00,6.59,-0.10,0.00,0.09,6708548,1350888,16.76,283232,836016,368008,2.24,8388600,0,0.00,0,0.00,48382,672,23855,85,3,160,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,76,8,7,0,0,0
2016/12/14 11:20:01,0.17,0.00,0.17,0.00,0.02,0.00,0.00,0.00,99.64,0.18,0.00,0.18,0.00,0.02,0.00,0.00,0.00,99.62,0.15,0.00,0.18,0.00,0.01,0.00,0.00,0.00,99.65,0.17,0.00,0.15,0.00,0.02,0.00,0.00,0.00,99.66,0.20,0.00,0.17,0.00,0.02,0.00,0.00,0.00,99.61,1.33,383.64,0.00,0.00,0.00,3.46,593.18,0.00,385.58,0.00,0.00,0.00,0.00,0.48,0.00,0.48,0.00,6.92,-0.10,0.00,0.09,6708308,1351128,16.76,283232,836220,367996,2.24,8388600,0,0.00,0,0.00,48383,672,23855,85,1,160,0.03,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.48,0.00,6.92,14.42,0.00,0.45,0.33,0.02,2.13,2.13,0.44,0.44,0.00,0.00,0.00,4.19,1.84,0.34,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,76,8,7,0,0,2,,,1.33,383.64,0.00,0.00,0.00,3.46,593.18,0.00,385.58,0.00,0.00,0.00,0.00,0.48,0.00,0.48,0.00,6.92,-0.10,0.00,0.09,6708308,1351128,16.76,283232,836220,367996,2.24,8388600,0,0.00,0,0.00,48383,672,23855,85,1,160,0.03,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,76,8,7,0,0,2
2016/12/14 11:30:01,0.18,0.00,0.17,0.00,0.02,0.00,0.00,0.00,99.63,0.20,0.00,0.18,0.00,0.02,0.00,0.00,0.00,99.60,0.18,0.00,0.22,0.00,0.02,0.00,0.00,0.00,99.58,0.19,0.00,0.16,0.01,0.03,0.00,0.00,0.00,99.62,0.14,0.01,0.13,0.00,0.01,0.00,0.00,0.00,99.72,1.17,406.64,0.00,0.00,0.00,3.55,544.85,0.00,309.42,0.00,0.00,0.00,0.00,0.50,0.00,0.50,0.00,7.11,1.35,0.00,0.09,6711548,1347888,16.72,283232,836424,360428,2.19,8388600,0,0.00,0,0.00,48323,544,23775,85,1,155,0.19,0.16,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,7.11,14.36,0.00,0.61,0.38,0.02,2.08,2.08,0.43,0.43,0.00,0.00,0.00,3.95,1.64,0.31,0.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,70,7,7,0,0,0,,,1.17,406.64,0.00,0.00,0.00,3.55,544.85,0.00,309.42,0.00,0.00,0.00,0.00,0.50,0.00,0.50,0.00,7.11,1.35,0.00,0.09,6711548,1347888,16.72,283232,836424,360428,2.19,8388600,0,0.00,0,0.00,48323,544,23775,85,1,155,0.19,0.16,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,70,7,7,0,0,0
2016/12/14 11:40:01,0.18,0.00,0.17,0.00,0.03,0.00,0.00,0.00,99.62,0.20,0.00,0.16,0.00,0.04,0.00,0.00,0.00,99.60,0.15,0.00,0.18,0.00,0.02,0.00,0.00,0.00,99.65,0.17,0.00,0.17,0.00,0.02,0.00,0.00,0.00,99.64,0.19,0.00,0.18,0.00,0.02,0.00,0.00,0.00,99.61,1.16,404.13,0.00,0.00,0.00,3.76,541.50,0.00,332.12,0.00,0.00,0.00,0.00,0.52,0.00,0.52,0.00,7.52,0.39,0.00,0.09,6712480,1346956,16.71,283232,836632,357884,2.18,8388600,0,0.00,0,0.00,48314,576,23761,85,1,150,0.21,0.15,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.52,0.00,7.52,14.44,0.00,0.72,0.46,0.02,2.08,2.08,0.44,0.44,0.00,0.00,0.00,5.92,1.62,0.45,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,70,7,7,0,0,0,,,1.16,404.13,0.00,0.00,0.00,3.76,541.50,0.00,332.12,0.00,0.00,0.00,0.00,0.52,0.00,0.52,0.00,7.52,0.39,0.00,0.09,6712480,1346956,16.71,283232,836632,357884,2.18,8388600,0,0.00,0,0.00,48314,576,23761,85,1,150,0.21,0.15,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,70,7,7,0,0,0
2016/12/14 11:50:01,0.18,0.00,0.17,0.00,0.02,0.00,0.00,0.00,99.63,0.16,0.00,0.19,0.00,0.02,0.00,0.00,0.00,99.63,0.19,0.00,0.19,0.00,0.02,0.00,0.00,0.00,99.60,0.21,0.00,0.18,0.00,0.02,0.00,0.00,0.00,99.59,0.15,0.00,0.14,0.00,0.01,0.00,0.00,0.00,99.70,1.34,402.14,0.00,0.00,0.00,3.42,595.20,0.00,353.40,0.00,0.00,0.00,0.00,0.46,0.00,0.46,0.00,6.84,-0.38,0.00,0.09,6711580,1347856,16.72,283232,836844,360420,2.19,8388600,0,0.00,0,0.00,48322,544,23775,85,1,155,0.05,0.10,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.46,0.00,6.84,14.82,0.00,0.54,0.38,0.02,2.13,2.13,0.45,0.45,0.00,0.00,0.00,4.06,1.77,0.32,0.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,70,7,7,0,0,2,,,1.34,402.14,0.00,0.00,0.00,3.42,595.20,0.00,353.40,0.00,0.00,0.00,0.00,0.46,0.00,0.46,0.00,6.84,-0.38,0.00,0.09,6711580,1347856,16.72,283232,836844,360420,2.19,8388600,0,0.00,0,0.00,48322,544,23775,85,1,155,0.05,0.10,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,70,7,7,0,0,2
2016/12/14 12:00:01,0.18,0.00,0.17,0.00,0.02,0.00,0.00,0.00,99.63,0.17,0.00,0.15,0.00,0.02,0.00,0.00,0.00,99.66,0.23,0.00,0.20,0.00,0.02,0.00,0.00,0.00,99.55,0.12,0.01,0.15,0.00,0.02,0.00,0.00,0.00,99.70,0.19,0.00,0.18,0.00,0.02,0.00,0.00,0.00,99.61,1.16,409.79,0.00,0.00,0.00,3.47,539.20,0.00,363.92,0.00,0.00,0.00,0.00,0.50,0.00,0.50,0.00,6.94,0.07,0.00,0.09,6711736,1347700,16.72,283232,837052,357768,2.18,8388600,0,0.00,0,0.00,48314,544,23761,85,1,150,0.07,0.06,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,6.94,13.96,0.00,0.51,0.33,0.02,2.08,2.08,0.44,0.44,0.00,0.00,0.00,3.67,1.64,0.29,0.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,70,7,7,0,0,0,,,1.16,409.79,0.00,0.00,0.00,3.47,539.20,0.00,363.92,0.00,0.00,0.00,0.00,0.50,0.00,0.50,0.00,6.94,0.07,0.00,0.09,6711736,1347700,16.72,283232,837052,357768,2.18,8388600,0,0.00,0,0.00,48314,544,23761,85,1,150,0.07,0.06,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,70,7,7,0,0,0
2016/12/14 12:10:01,0.18,0.00,0.16,0.00,0.02,0.00,0.00,0.00,99.64,0.19,0.00,0.17,0.00,0.02,0.00,0.00,0.00,99.62,0.21,0.00,0.19,0.00,0.01,0.00,0.00,0.00,99.58,0.17,0.00,0.14,0.00,0.01,0.00,0.00,0.00,99.68,0.14,0.00,0.16,0.01,0.02,0.00,0.00,0.00,99.68,1.23,384.93,0.00,0.00,0.00,3.52,562.85,0.00,356.67,0.00,0.00,0.00,0.00,0.50,0.00,0.50,0.00,7.04,1.47,0.00,0.09,6715256,1344180,16.68,283232,837260,352048,2.14,8388600,0,0.00,0,0.00,48255,416,23685,85,2,149,0.00,0.01,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,7.04,14.08,0.00,0.61,0.37,0.02,2.08,2.08,0.44,0.44,0.00,0.00,0.00,6.02,1.69,0.46,0.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,63,6,7,0,0,0,,,1.23,384.93,0.00,0.00,0.00,3.52,562.85,0.00,356.67,0.00,0.00,0.00,0.00,0.50,0.00,0.50,0.00,7.04,1.47,0.00,0.09,6715256,1344180,16.68,283232,837260,352048,2.14,8388600,0,0.00,0,0.00,48255,416,23685,85,2,149,0.00,0.01,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,63,6,7,0,0,0
